"nodeType","testName","category","metric","value","timestamp"
"client","S2","latency","read",425689,"1684047453534"
"client","S2","latency","read",10569,"1684047453618"
"client","S2","latency","read",7890,"1684047453650"
"client","S2","latency","read",23391,"1684047453703"
"client","S2","latency","read",3245,"1684047453706"
"client","S2","latency","read",6937,"1684047453726"
"client","S2","latency","read",8797,"1684047453799"
"client","S2","latency","read",10701,"1684047453809"
"client","S2","latency","read",6601,"1684047453816"
"client","S2","latency","read",8378,"1684047453830"
"client","S2","latency","read",9023,"1684047453839"
"client","S2","latency","read",11765,"1684047453851"
"client","S2","latency","read",9576,"1684047453860"
"client","S2","latency","read",7790,"1684047453904"
"client","S2","latency","read",4138,"1684047453916"
"client","S2","latency","read",4338,"1684047453920"
"client","S2","latency","read",9960,"1684047453939"
"client","S2","latency","read",8313,"1684047453947"
"client","S2","latency","read",12264,"1684047453960"
"client","S2","latency","read",9232,"1684047453976"
"client","S2","latency","read",4809,"1684047453981"
"client","S2","latency","read",8603,"1684047454008"
"client","S2","latency","read",16140,"1684047454062"
"client","S2","latency","read",3853,"1684047454089"
"client","S2","latency","read",5835,"1684047454128"
"client","S2","latency","read",2711,"1684047454160"
"client","S2","latency","read",8341,"1684047454169"
"client","S2","latency","read",9365,"1684047454189"
"client","S2","latency","read",5752,"1684047454195"
"client","S2","latency","read",6231,"1684047454201"
"client","S2","latency","read",6534,"1684047454208"
"client","S2","latency","read",6762,"1684047454221"
"client","S2","latency","read",2698,"1684047454263"
"client","S2","latency","read",7818,"1684047454275"
"client","S2","latency","read",2539,"1684047454277"
"client","S2","latency","read",2523,"1684047454287"
"client","S2","latency","read",5802,"1684047454293"
"client","S2","latency","read",3857,"1684047454297"
"client","S2","latency","read",2783,"1684047454300"
"client","S2","latency","read",4793,"1684047454334"
"client","S2","latency","read",14599,"1684047454369"
"client","S2","latency","read",6524,"1684047454375"
"client","S2","latency","read",4457,"1684047454380"
"client","S2","latency","read",6201,"1684047454396"
"client","S2","latency","read",12038,"1684047454460"
"client","S2","latency","read",11386,"1684047454484"
"client","S2","latency","read",3699,"1684047454488"
"client","S2","latency","read",4135,"1684047454506"
"client","S2","latency","read",2503,"1684047454538"
"client","S2","latency","read",6076,"1684047454544"
"client","S2","latency","read",3600,"1684047454548"
"client","S2","latency","read",5151,"1684047454553"
"client","S2","latency","read",2485,"1684047454556"
"client","S2","latency","read",3687,"1684047454563"
"client","S2","latency","read",3700,"1684047454601"
"client","S2","latency","read",6437,"1684047454616"
"client","S2","latency","read",3597,"1684047454629"
"client","S2","latency","read",7475,"1684047454637"
"client","S2","latency","read",9631,"1684047454646"
"client","S2","latency","read",16051,"1684047454673"
"client","S2","latency","read",12702,"1684047454686"
"client","S2","latency","read",6318,"1684047454692"
"client","S2","latency","read",10218,"1684047454708"
"client","S2","latency","read",2407,"1684047454744"
"client","S2","latency","read",3767,"1684047454748"
"client","S2","latency","read",5163,"1684047454753"
"client","S2","latency","read",3362,"1684047454768"
"client","S2","latency","read",4018,"1684047454800"
"client","S2","latency","read",5618,"1684047454836"
"client","S2","latency","read",7743,"1684047454851"
"client","S2","latency","read",3413,"1684047454860"
"client","S2","latency","read",3322,"1684047454863"
"client","S2","latency","read",5003,"1684047454868"
"client","S2","latency","read",3388,"1684047454872"
"client","S2","latency","read",2305,"1684047454874"
"client","S2","latency","read",7310,"1684047454881"
"client","S2","latency","read",4601,"1684047454890"
"client","S2","latency","read",2360,"1684047454892"
"client","S2","latency","read",2553,"1684047454905"
"client","S2","latency","read",4859,"1684047454913"
"client","S2","latency","read",5041,"1684047454929"
"client","S2","latency","read",4851,"1684047454934"
"client","S2","latency","read",6151,"1684047454948"
"client","S2","latency","read",9518,"1684047454958"
"client","S2","latency","read",2415,"1684047454960"
"client","S2","latency","read",3114,"1684047454964"
"client","S2","latency","read",3828,"1684047454973"
"client","S2","latency","read",8642,"1684047454988"
"client","S2","latency","read",2433,"1684047454997"
"client","S2","latency","read",17854,"1684047455031"
"client","S2","latency","read",7719,"1684047455038"
"client","S2","latency","read",7989,"1684047455046"
"client","S2","latency","read",5282,"1684047455052"
"client","S2","latency","read",3998,"1684047455056"
"client","S2","latency","read",4556,"1684047455066"
"client","S2","latency","read",3408,"1684047455081"
"client","S2","latency","read",3356,"1684047455096"
"client","S2","latency","read",2915,"1684047455099"
"client","S2","latency","read",3321,"1684047455107"
"client","S2","latency","read",2307,"1684047455115"
"client","S2","latency","read",2342,"1684047455164"
"client","S2","latency","read",4437,"1684047455187"
"client","S2","latency","read",4756,"1684047455192"
"client","S2","latency","read",5850,"1684047455198"
"client","S2","latency","read",3508,"1684047455201"
"client","S2","latency","read",4082,"1684047455205"
"client","S2","latency","read",3930,"1684047455209"
"client","S2","latency","read",3306,"1684047455232"
"client","S2","latency","read",4964,"1684047455237"
"client","S2","latency","read",2404,"1684047455240"
"client","S2","latency","read",3314,"1684047455243"
"client","S2","latency","read",3710,"1684047455247"
"client","S2","latency","read",3398,"1684047455251"
"client","S2","latency","read",3286,"1684047455254"
"client","S2","latency","read",6482,"1684047455261"
"client","S2","latency","read",3325,"1684047455264"
"client","S2","latency","read",18032,"1684047455301"
"client","S2","latency","read",5189,"1684047455312"
"client","S2","latency","read",8037,"1684047455320"
"client","S2","latency","read",3788,"1684047455329"
"client","S2","latency","read",2310,"1684047455331"
"client","S2","latency","read",6125,"1684047455341"
"client","S2","latency","read",5145,"1684047455371"
"client","S2","latency","read",4282,"1684047455376"
"client","S2","latency","read",6269,"1684047455382"
"client","S2","latency","read",5678,"1684047455388"
"client","S2","latency","read",8105,"1684047455396"
"client","S2","latency","read",7216,"1684047455403"
"client","S2","latency","read",3469,"1684047455433"
"client","S2","latency","read",3423,"1684047455447"
"client","S2","latency","read",2146,"1684047455449"
"client","S2","latency","read",2019,"1684047455462"
"client","S2","latency","read",2214,"1684047455497"
"client","S2","latency","read",6697,"1684047455508"
"client","S2","latency","read",3331,"1684047455511"
"client","S2","latency","read",6088,"1684047455539"
"client","S2","latency","read",2449,"1684047455541"
"client","S2","latency","read",5862,"1684047455547"
"client","S2","latency","read",2018,"1684047455554"
"client","S2","latency","read",3047,"1684047455557"
"client","S2","latency","read",2938,"1684047455560"
"client","S2","latency","read",3232,"1684047455576"
"client","S2","latency","read",2060,"1684047455588"
"client","S2","latency","read",2967,"1684047455591"
"client","S2","latency","read",3055,"1684047455599"
"client","S2","latency","read",3496,"1684047455602"
"client","S2","latency","read",2997,"1684047455611"
"client","S2","latency","read",2650,"1684047455618"
"client","S2","latency","read",3153,"1684047455661"
"client","S2","latency","read",9233,"1684047455670"
"client","S2","latency","read",4260,"1684047455674"
"client","S2","latency","read",13996,"1684047455693"
"client","S2","latency","read",15717,"1684047455715"
"client","S2","latency","read",3194,"1684047455735"
"client","S2","latency","read",2256,"1684047455751"
"client","S2","latency","read",3233,"1684047455754"
"client","S2","latency","read",7752,"1684047455765"
"client","S2","latency","read",2105,"1684047455768"
"client","S2","latency","read",3111,"1684047455781"
"client","S2","latency","read",1998,"1684047455783"
"client","S2","latency","read",2795,"1684047455793"
"client","S2","latency","read",2855,"1684047455796"
"client","S2","latency","read",3305,"1684047455824"
"client","S2","latency","read",10587,"1684047455834"
"client","S2","latency","read",16670,"1684047455854"
"client","S2","latency","read",4183,"1684047455868"
"client","S2","latency","read",3296,"1684047455881"
"client","S2","latency","read",2063,"1684047455883"
"client","S2","latency","read",6108,"1684047455889"
"client","S2","latency","read",3078,"1684047455892"
"client","S2","latency","read",2253,"1684047455928"
"client","S2","latency","read",3139,"1684047455932"
"client","S2","latency","read",2101,"1684047455934"
"client","S2","latency","read",3117,"1684047455937"
"client","S2","latency","read",7207,"1684047455962"
"client","S2","latency","read",2117,"1684047455964"
"client","S2","latency","read",3073,"1684047455971"
"client","S2","latency","read",4309,"1684047455983"
"client","S2","latency","read",3055,"1684047455987"
"client","S2","latency","read",4318,"1684047455991"
"client","S2","latency","read",3081,"1684047455994"
"client","S2","latency","read",8553,"1684047456017"
"client","S2","latency","read",2804,"1684047456024"
"client","S2","latency","read",2024,"1684047456034"
"client","S2","latency","read",3048,"1684047456068"
"client","S2","latency","read",2913,"1684047456084"
"client","S2","latency","read",9863,"1684047456127"
"client","S2","latency","read",2104,"1684047456129"
"client","S2","latency","read",1971,"1684047456131"
"client","S2","latency","read",2021,"1684047456133"
"client","S2","latency","read",2962,"1684047456136"
"client","S2","latency","read",3092,"1684047456156"
"client","S2","latency","read",3238,"1684047456176"
"client","S2","latency","read",2075,"1684047456188"
"client","S2","latency","read",5684,"1684047456197"
"client","S2","latency","read",2904,"1684047456206"
"client","S2","latency","read",7530,"1684047456223"
"client","S2","latency","read",8684,"1684047456231"
"client","S2","latency","read",5027,"1684047456236"
"client","S2","latency","read",2956,"1684047456239"
"client","S2","latency","read",4818,"1684047456244"
"client","S2","latency","read",2154,"1684047456246"
"client","S2","latency","read",1967,"1684047456248"
"client","S2","latency","read",4162,"1684047456252"
"client","S2","latency","read",4439,"1684047456266"
"client","S2","latency","read",2849,"1684047456268"
"client","S2","latency","read",2003,"1684047456278"
"client","S2","latency","read",4666,"1684047456283"
"client","S2","latency","read",2108,"1684047456285"
"client","S2","latency","read",3375,"1684047456301"
"client","S2","latency","read",3222,"1684047456305"
"client","S2","latency","read",6839,"1684047456322"
"client","S2","latency","read",2243,"1684047456324"
"client","S2","latency","read",3379,"1684047456328"
"client","S2","latency","read",2302,"1684047456330"
"client","S2","latency","read",2190,"1684047456332"
"client","S2","latency","read",3157,"1684047456355"
"client","S2","latency","read",2033,"1684047456360"
"client","S2","latency","read",9338,"1684047456370"
"client","S2","latency","read",2050,"1684047456382"
"client","S2","latency","read",3145,"1684047456385"
"client","S2","latency","read",3105,"1684047456389"
"client","S2","latency","read",2087,"1684047456391"
"client","S2","latency","read",6802,"1684047456398"
"client","S2","latency","read",1794,"1684047456403"
"client","S2","latency","read",2075,"1684047456413"
"client","S2","latency","read",2827,"1684047456415"
"client","S2","latency","read",3015,"1684047456422"
"client","S2","latency","read",3460,"1684047456425"
"client","S2","latency","read",2938,"1684047456428"
"client","S2","latency","read",2795,"1684047456442"
"client","S2","latency","read",3041,"1684047456445"
"client","S2","latency","read",7087,"1684047456452"
"client","S2","latency","read",2848,"1684047456455"
"client","S2","latency","read",3228,"1684047456463"
"client","S2","latency","read",1880,"1684047456465"
"client","S2","latency","read",2797,"1684047456472"
"client","S2","latency","read",3112,"1684047456475"
"client","S2","latency","read",3249,"1684047456488"
"client","S2","latency","read",3598,"1684047456496"
"client","S2","latency","read",3085,"1684047456499"
"client","S2","latency","read",2050,"1684047456501"
"client","S2","latency","read",8210,"1684047456509"
"client","S2","latency","read",2680,"1684047456512"
"client","S2","latency","read",1906,"1684047456514"
"client","S2","latency","read",2696,"1684047456516"
"client","S2","latency","read",2960,"1684047456537"
"client","S2","latency","read",3109,"1684047456540"
"client","S2","latency","read",6051,"1684047456546"
"client","S2","latency","read",3050,"1684047456549"
"client","S2","latency","read",1946,"1684047456551"
"client","S2","latency","read",3565,"1684047456567"
"client","S2","latency","read",3157,"1684047456584"
"client","S2","latency","read",2913,"1684047456588"
"client","S2","latency","read",3074,"1684047456591"
"client","S2","latency","read",3259,"1684047456599"
"client","S2","latency","read",2859,"1684047456602"
"client","S2","latency","read",4317,"1684047456619"
"client","S2","latency","read",2686,"1684047456627"
"client","S2","latency","read",3193,"1684047456631"
"client","S2","latency","read",5712,"1684047456636"
"client","S2","latency","read",5758,"1684047456653"
"client","S2","latency","read",1868,"1684047456658"
"client","S2","latency","read",4028,"1684047456677"
"client","S2","latency","read",2829,"1684047456684"
"client","S2","latency","read",6240,"1684047456697"
"client","S2","latency","read",2833,"1684047456718"
"client","S2","latency","read",5648,"1684047456750"
"client","S2","latency","read",3013,"1684047456753"
"client","S2","latency","read",2023,"1684047456763"
"client","S2","latency","read",3040,"1684047456766"
"client","S2","latency","read",2690,"1684047456779"
"client","S2","latency","read",1972,"1684047456781"
"client","S2","latency","read",2560,"1684047456788"
"client","S2","latency","read",3068,"1684047456821"
"client","S2","latency","read",1971,"1684047456823"
"client","S2","latency","read",2854,"1684047456826"
"client","S2","latency","read",2730,"1684047456829"
"client","S2","latency","read",2614,"1684047456835"
"client","S2","latency","read",2892,"1684047456848"
"client","S2","latency","read",3860,"1684047456864"
"client","S2","latency","read",6050,"1684047456873"
"client","S2","latency","read",1928,"1684047456875"
"client","S2","latency","read",2908,"1684047456893"
"client","S2","latency","read",2852,"1684047456906"
"client","S2","latency","read",4926,"1684047456911"
"client","S2","latency","read",2045,"1684047456925"
"client","S2","latency","read",1924,"1684047456926"
"client","S2","latency","read",2879,"1684047456940"
"client","S2","latency","read",5749,"1684047456945"
"client","S2","latency","read",3160,"1684047456952"
"client","S2","latency","read",3452,"1684047456956"
"client","S2","latency","read",5400,"1684047456961"
"client","S2","latency","read",2746,"1684047456964"
"client","S2","latency","read",2728,"1684047456971"
"client","S2","latency","read",3005,"1684047456984"
"client","S2","latency","read",9381,"1684047456993"
"client","S2","latency","read",2158,"1684047457007"
"client","S2","latency","read",2787,"1684047457017"
"client","S2","latency","read",3769,"1684047457021"
"client","S2","latency","read",2114,"1684047457049"
"client","S2","latency","read",2705,"1684047457052"
"client","S2","latency","read",2253,"1684047457059"
"client","S2","latency","read",2034,"1684047457074"
"client","S2","latency","read",2888,"1684047457085"
"client","S2","latency","read",3236,"1684047457089"
"client","S2","latency","read",4844,"1684047457094"
"client","S2","latency","read",6105,"1684047457100"
"client","S2","latency","read",2561,"1684047457106"
"client","S2","latency","read",2855,"1684047457109"
"client","S2","latency","read",2812,"1684047457111"
"client","S2","latency","read",1847,"1684047457113"
"client","S2","latency","read",2817,"1684047457125"
"client","S2","latency","read",4597,"1684047457135"
"client","S2","latency","read",2830,"1684047457147"
"client","S2","latency","read",2875,"1684047457153"
"client","S2","latency","read",2934,"1684047457155"
"client","S2","latency","read",8679,"1684047457164"
"client","S2","latency","read",4780,"1684047457169"
"client","S2","latency","read",2910,"1684047457172"
"client","S2","latency","read",2880,"1684047457180"
"client","S2","latency","read",2904,"1684047457203"
"client","S2","latency","read",2068,"1684047457205"
"client","S2","latency","read",1976,"1684047457215"
"client","S2","latency","read",1770,"1684047457221"
"client","S2","latency","read",2817,"1684047457223"
"client","S2","latency","read",1860,"1684047457225"
"client","S2","latency","read",4731,"1684047457233"
"client","S2","latency","read",1846,"1684047457247"
"client","S2","latency","read",2836,"1684047457257"
"client","S2","latency","read",2823,"1684047457259"
"client","S2","latency","read",4042,"1684047457267"
"client","S2","latency","read",6168,"1684047457281"
"client","S2","latency","read",4959,"1684047457286"
"client","S2","latency","read",2558,"1684047457288"
"client","S2","latency","read",1915,"1684047457290"
"client","S2","latency","read",2904,"1684047457293"
"client","S2","latency","read",2632,"1684047457299"
"client","S2","latency","read",2688,"1684047457301"
"client","S2","latency","read",6564,"1684047457315"
"client","S2","latency","read",1827,"1684047457333"
"client","S2","latency","read",3049,"1684047457336"
"client","S2","latency","read",1773,"1684047457338"
"client","S2","latency","read",2649,"1684047457340"
"client","S2","latency","read",2783,"1684047457347"
"client","S2","latency","read",2125,"1684047457356"
"client","S2","latency","read",6475,"1684047457362"
"client","S2","latency","read",3782,"1684047457369"
"client","S2","latency","read",2573,"1684047457375"
"client","S2","latency","read",1946,"1684047457380"
"client","S2","latency","read",2474,"1684047457387"
"client","S2","latency","read",2817,"1684047457389"
"client","S2","latency","read",3646,"1684047457393"
"client","S2","latency","read",1878,"1684047457395"
"client","S2","latency","read",2585,"1684047457405"
"client","S2","latency","read",3071,"1684047457415"
"client","S2","latency","read",3310,"1684047457419"
"client","S2","latency","read",3065,"1684047457436"
"client","S2","latency","read",2027,"1684047457444"
"client","S2","latency","read",3124,"1684047457448"
"client","S2","latency","read",2239,"1684047457450"
"client","S2","latency","read",2935,"1684047457457"
"client","S2","latency","read",2686,"1684047457464"
"client","S2","latency","read",2550,"1684047457467"
"client","S2","latency","read",2800,"1684047457469"
"client","S2","latency","read",5615,"1684047457475"
"client","S2","latency","read",1944,"1684047457485"
"client","S2","latency","read",2847,"1684047457488"
"client","S2","latency","read",2819,"1684047457491"
"client","S2","latency","read",2933,"1684047457512"
"client","S2","latency","read",5169,"1684047457517"
"client","S2","latency","read",3069,"1684047457520"
"client","S2","latency","read",2941,"1684047457532"
"client","S2","latency","read",3421,"1684047457536"
"client","S2","latency","read",6851,"1684047457547"
"client","S2","latency","read",3021,"1684047457558"
"client","S2","latency","read",2620,"1684047457560"
"client","S2","latency","read",2488,"1684047457563"
"client","S2","latency","read",2670,"1684047457565"
"client","S2","latency","read",1965,"1684047457567"
"client","S2","latency","read",2704,"1684047457570"
"client","S2","latency","read",2574,"1684047457576"
"client","S2","latency","read",3123,"1684047457583"
"client","S2","latency","read",8951,"1684047457597"
"client","S2","latency","read",2757,"1684047457614"
"client","S2","latency","read",2044,"1684047457619"
"client","S2","latency","read",1992,"1684047457627"
"client","S2","latency","read",2562,"1684047457634"
"client","S2","latency","read",2047,"1684047457636"
"client","S2","latency","read",1865,"1684047457650"
"client","S2","latency","read",2837,"1684047457653"
"client","S2","latency","read",2698,"1684047457655"
"client","S2","latency","read",2769,"1684047457664"
"client","S2","latency","read",2800,"1684047457667"
"client","S2","latency","read",6571,"1684047457674"
"client","S2","latency","read",2719,"1684047457690"
"client","S2","latency","read",1850,"1684047457692"
"client","S2","latency","read",4226,"1684047457696"
"client","S2","latency","read",3980,"1684047457700"
"client","S2","latency","read",1897,"1684047457726"
"client","S2","latency","read",1843,"1684047457731"
"client","S2","latency","read",2590,"1684047457741"
"client","S2","latency","read",5978,"1684047457751"
"client","S2","latency","read",2639,"1684047457761"
"client","S2","latency","read",1898,"1684047457781"
"client","S2","latency","read",2801,"1684047457783"
"client","S2","latency","read",6242,"1684047457790"
"client","S2","latency","read",4878,"1684047457794"
"client","S2","latency","read",2871,"1684047457797"
"client","S2","latency","read",2811,"1684047457803"
"client","S2","latency","read",2738,"1684047457806"
"client","S2","latency","read",2748,"1684047457817"
"client","S2","latency","read",5859,"1684047457851"
"client","S2","latency","read",2847,"1684047457861"
"client","S2","latency","read",2761,"1684047457869"
"client","S2","latency","read",5199,"1684047457874"
"client","S2","latency","read",2847,"1684047457877"
"client","S2","latency","read",3609,"1684047457885"
"client","S2","latency","read",2690,"1684047457891"
"client","S2","latency","read",3122,"1684047457899"
"client","S2","latency","read",3287,"1684047457910"
"client","S2","latency","read",1970,"1684047457919"
"client","S2","latency","read",1944,"1684047457921"
"client","S2","latency","read",2667,"1684047457930"
"client","S2","latency","read",3052,"1684047457938"
"client","S2","latency","read",2755,"1684047457954"
"client","S2","latency","read",2896,"1684047457957"
"client","S2","latency","read",1983,"1684047457963"
"client","S2","latency","read",1925,"1684047457979"
"client","S2","latency","read",1917,"1684047457985"
"client","S2","latency","read",3586,"1684047457988"
"client","S2","latency","read",2821,"1684047457991"
"client","S2","latency","read",1688,"1684047457993"
"client","S2","latency","read",2334,"1684047457995"
"client","S2","latency","read",1850,"1684047457997"
"client","S2","latency","read",2958,"1684047458000"
"client","S2","latency","read",2655,"1684047458003"
"client","S2","latency","read",3055,"1684047458022"
"client","S2","latency","read",3048,"1684047458034"
"client","S2","latency","read",3007,"1684047458037"
"client","S2","latency","read",2790,"1684047458040"
"client","S2","latency","read",1879,"1684047458041"
"client","S2","latency","read",1874,"1684047458050"
"client","S2","latency","read",1847,"1684047458052"
"client","S2","latency","read",2874,"1684047458055"
"client","S2","latency","read",2819,"1684047458058"
"client","S2","latency","read",1800,"1684047458060"
"client","S2","latency","read",2695,"1684047458064"
"client","S2","latency","read",2800,"1684047458066"
"client","S2","latency","read",2732,"1684047458072"
"client","S2","latency","read",3565,"1684047458076"
"client","S2","latency","read",4260,"1684047458084"
"client","S2","latency","read",2728,"1684047458126"
"client","S2","latency","read",2670,"1684047458129"
"client","S2","latency","read",2864,"1684047458139"
"client","S2","latency","read",1964,"1684047458141"
"client","S2","latency","read",2691,"1684047458150"
"client","S2","latency","read",2843,"1684047458153"
"client","S2","latency","read",1800,"1684047458167"
"client","S2","latency","read",7593,"1684047458178"
"client","S2","latency","read",2630,"1684047458181"
"client","S2","latency","read",2631,"1684047458195"
"client","S2","latency","read",2484,"1684047458197"
"client","S2","latency","read",2743,"1684047458216"
"client","S2","latency","read",2694,"1684047458226"
"client","S2","latency","read",4965,"1684047458231"
"client","S2","latency","read",3194,"1684047458242"
"client","S2","latency","read",1938,"1684047458262"
"client","S2","latency","read",1762,"1684047458268"
"client","S2","latency","read",2671,"1684047458270"
"client","S2","latency","read",1726,"1684047458279"
"client","S2","latency","read",7023,"1684047458293"
"client","S2","latency","read",3088,"1684047458299"
"client","S2","latency","read",1713,"1684047458304"
"client","S2","latency","read",7001,"1684047458315"
"client","S2","latency","read",2734,"1684047458322"
"client","S2","latency","read",4692,"1684047458331"
"client","S2","latency","read",1913,"1684047458333"
"client","S2","latency","read",2498,"1684047458336"
"client","S2","latency","read",1890,"1684047458338"
"client","S2","latency","read",2734,"1684047458349"
"client","S2","latency","read",2552,"1684047458360"
"client","S2","latency","read",2516,"1684047458362"
"client","S2","latency","read",1740,"1684047458364"
"client","S2","latency","read",1710,"1684047458366"
"client","S2","latency","read",3035,"1684047458369"
"client","S2","latency","read",1680,"1684047458371"
"client","S2","latency","read",2501,"1684047458373"
"client","S2","latency","read",3982,"1684047458381"
"client","S2","latency","read",4637,"1684047458386"
"client","S2","latency","read",2820,"1684047458397"
"client","S2","latency","read",2586,"1684047458408"
"client","S2","latency","read",2605,"1684047458424"
"client","S2","latency","read",2582,"1684047458427"
"client","S2","latency","read",5557,"1684047458432"
"client","S2","latency","read",2506,"1684047458435"
"client","S2","latency","read",1708,"1684047458437"
"client","S2","latency","read",4890,"1684047458472"
"client","S2","latency","read",1767,"1684047458488"
"client","S2","latency","read",2703,"1684047458498"
"client","S2","latency","read-failed",-1,"-1"
"client","S2","latency","update",43439,"1684047453577"
"client","S2","latency","update",29344,"1684047453607"
"client","S2","latency","update",10413,"1684047453628"
"client","S2","latency","update",13598,"1684047453642"
"client","S2","latency","update",29885,"1684047453679"
"client","S2","latency","update",12667,"1684047453719"
"client","S2","latency","update",11723,"1684047453738"
"client","S2","latency","update",9639,"1684047453747"
"client","S2","latency","update",9215,"1684047453757"
"client","S2","latency","update",10420,"1684047453767"
"client","S2","latency","update",13184,"1684047453780"
